,prism_consumer_id,score,reason_1,reason_2,reason_3,cash_score
3014,3014,0.08753991477267373,Frequent internal transfers between accounts,Low net monthly cash flow,High discretionary entertainment spending,767
3015,3015,0.05396128199015373,High income volatility,Low annual income inflows,High spending related to debt obligations,793
3016,3016,0.31619866433721866,Frequent internal transfers between accounts,Limited savings account activity,Frequent transfers to external accounts,689
3017,3017,0.10788938278774082,High proportion of income spent on essentials,Frequent transfers to external accounts,High discretionary entertainment spending,756
3018,3018,0.051743452452197795,High discretionary entertainment spending,High income volatility,Irregular paycheck deposits,795
3019,3019,0.17037173946577264,Low minimum monthly balance,Frequent internal transfers between accounts,High credit card payment activity,729
3020,3020,0.1465378949058851,Frequent cash withdrawals,High discretionary entertainment spending,Low net monthly cash flow,738
3021,3021,0.17385520405624577,Low minimum monthly balance,Frequent internal transfers between accounts,High proportion of income spent on essentials,728
3022,3022,0.10794254266732385,High proportion of income spent on essentials,Low net monthly cash flow,Frequent automotive-related expenses,756
3023,3023,0.09486578562106254,Low minimum monthly balance,Periods of negative monthly cash flow,High proportion of income spent on essentials,763
3024,3024,0.03360516597972422,Frequent internal transfers between accounts,High proportion of income spent on essentials,Frequent transfers to external accounts,818
3025,3025,0.05384427430408163,Limited length of transaction history,Irregular paycheck deposits,High income volatility,793
3026,3026,0.17862400491981492,Low minimum monthly balance,Limited length of transaction history,Limited savings account activity,726
3027,3027,0.2093155627863509,Frequent internal transfers between accounts,High proportion of income spent on essentials,Low net monthly cash flow,716
3028,3028,0.15734442547096458,Frequent internal transfers between accounts,Limited savings account activity,Low net monthly cash flow,734
3029,3029,0.051542055459878354,High proportion of income spent on essentials,High spending on essential services,Frequent automotive-related expenses,796
3030,3030,0.06802352679358067,High proportion of income spent on essentials,High income volatility,Irregular paycheck deposits,781
3031,3031,0.06344764264748465,High proportion of income spent on essentials,High income volatility,High debit transaction activity,785
3032,3032,0.11665764138156993,High volatility in essential spending,Frequent internal transfers between accounts,High proportion of income spent on essentials,751
3033,3033,0.11913818193107943,High spending related to debt obligations,High credit card payment activity,High spending on essential services,750
3034,3034,0.11280622110693615,Frequent internal transfers between accounts,High income volatility,Low net monthly cash flow,753
3035,3035,0.23340798502871007,Frequent internal transfers between accounts,Low net monthly cash flow,Frequent transfers to external accounts,709
3036,3036,0.1305888242759208,High income volatility,High proportion of income spent on essentials,Low annual income inflows,745
3037,3037,0.1518589236212943,High income volatility,Frequent transfers to external accounts,High discretionary entertainment spending,736
3038,3038,0.27784930661464413,Frequent internal transfers between accounts,Limited savings account activity,Low net monthly cash flow,698
3039,3039,0.3358486435937119,High transaction volume,Frequent internal transfers between accounts,High discretionary entertainment spending,684
3040,3040,0.20059467714039766,Low minimum monthly balance,Limited length of transaction history,Frequent internal transfers between accounts,719
3041,3041,0.13352345589431508,Limited length of transaction history,Frequent internal transfers between accounts,Low minimum monthly balance,744
3042,3042,0.20041999158864676,Frequent internal transfers between accounts,High proportion of income spent on essentials,High discretionary entertainment spending,719
3043,3043,0.06749971241972826,Limited savings account activity,High spending on essential services,Low minimum monthly balance,781
3044,3044,0.09342304316459649,High proportion of income spent on essentials,Frequent transfers to external accounts,High discretionary entertainment spending,764
3045,3045,0.0833073571862251,High income volatility,Limited savings account activity,Frequent internal transfers between accounts,770
3046,3046,0.20857315079259306,Low minimum monthly balance,High proportion of income spent on essentials,High miscellaneous spending,717
3047,3047,0.052158588806317,High income volatility,Irregular paycheck deposits,High proportion of income spent on essentials,795
3048,3048,0.041051868659326425,Frequent internal transfers between accounts,Limited savings account activity,Frequent transfers to external accounts,808
3049,3049,0.5836115225687489,High transaction volume,Frequent internal transfers between accounts,Limited length of transaction history,633
3050,3050,0.10785514636521602,Low minimum monthly balance,Frequent internal transfers between accounts,Large fluctuations in monthly balances,756
3051,3051,0.27784930661464413,Frequent internal transfers between accounts,Limited savings account activity,Low net monthly cash flow,698
3052,3052,0.10950060196325592,Limited savings account activity,Frequent automotive-related expenses,Irregular paycheck deposits,755
3053,3053,0.11025573968961087,Frequent internal transfers between accounts,Low net monthly cash flow,Frequent transfers to external accounts,754
3054,3054,0.08522301499987271,High discretionary entertainment spending,High proportion of income spent on essentials,Irregular paycheck deposits,769
3055,3055,0.08000488335155749,Low net monthly cash flow,High miscellaneous spending,High proportion of income spent on essentials,772
3056,3056,0.46775211215226736,High transaction volume,High volatility in essential spending,Frequent internal transfers between accounts,656
3057,3057,0.08389138969221038,Frequent internal transfers between accounts,Low net monthly cash flow,High discretionary entertainment spending,770
3058,3058,0.27918903050240673,Frequent internal transfers between accounts,High income volatility,High proportion of income spent on essentials,697
3059,3059,0.5031944791016105,High transaction volume,Frequent internal transfers between accounts,Frequent automotive-related expenses,649
3060,3060,0.04501211155909817,Frequent cash withdrawals,High spending on essential services,Low net monthly cash flow,803
